0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
-0.059215415,0.060643222,0.30082846,0.36030483,0.058447585,0.14953235,-0.22754596,0.5192938,-0.08233517,0.7610221,0.22229815,0.51061064,-0.23088074,-0.23404646,-0.19080389,-0.006081776,0.48101828,-0.1274562,-0.17306282,-0.5935526,-0.913155,0.75779366,-0.32224023,0.63770103,0.8298151,-0.4656172,-0.14830397,0.109765925,-0.0023656723,-0.69170475,-0.61513597,0.7962814
-0.55045563,0.4337413,0.28259847,-0.4218767,0.13374124,0.24642582,0.39546713,-0.66266495,-0.12370343,0.012665649,-0.58726364,0.06992162,-0.27559954,0.1524092,-0.55346906,0.42247525,0.7826423,-0.6709338,-0.3921363,-0.398075,-1.1741945,-0.111967064,-0.33310243,0.15461588,0.17771924,-0.21485372,0.8404117,-0.2906609,-0.46944645,-0.48890254,-0.43322635,-0.90844744
-0.8423307,0.37304512,2.0228117,0.5600444,-0.042330567,-0.1379025,-0.19201063,1.430141,-0.0055187144,1.9098543,-0.6833183,1.2419525,-0.68590313,0.09132745,-0.99082536,-1.4109597,1.597733,-1.816471,-0.12374326,-1.9993271,-2.1146557,2.014949,-0.598337,0.5744249,0.7309131,-0.6367076,0.6069188,0.54221725,-0.5650498,-1.9486834,-1.8225023,0.0040008277
-0.07132409,0.027887335,1.8877324,0.17020525,-0.39276293,0.23366149,0.08091525,0.35071206,0.9285956,1.5487565,-0.33684364,0.86443573,-1.2283441,0.89403886,-0.5894853,-1.1201459,1.1674436,-0.6737602,0.18508476,-1.5620791,-1.1779214,1.200971,-0.80835557,-0.043983262,0.22377044,0.49277902,0.61736804,-0.658839,0.43112037,-1.6312479,-1.1051034,-0.00013988216
-0.1294083,0.39619157,0.3909502,-0.03898701,-0.17720765,0.0048625967,0.28090066,-0.2935294,-0.12635048,0.5311683,-0.5593197,0.027963052,-0.47482118,0.1849889,0.008550455,0.3225564,0.15752918,-0.47536957,-0.47279012,-0.32328078,-0.9584976,0.19484739,-0.25204158,-0.057432562,0.40605617,0.5102326,0.35567197,-0.13304554,-0.06521996,-0.62425274,-0.43153608,-0.15699
0.4632622,0.2760841,1.283112,0.67247653,-0.38316035,0.663131,-0.46583226,0.9616275,0.5218857,1.5658888,0.3461716,0.7492041,-0.55617976,0.3859814,0.634595,-0.7558953,-0.014060547,0.05372723,-0.012376037,-0.84082216,-0.65926266,1.844492,-0.9450229,0.8792382,1.0731307,-0.0065998808,-0.26256177,0.48213148,-0.33700624,-0.8804057,-1.2272032,1.2457434
0.54418766,-0.079305135,1.0779582,-0.2399777,-0.42547846,1.4828321,0.1283446,0.19363494,1.2953762,1.1862973,0.4539024,0.2427547,-0.73571664,1.1435865,0.6451976,-0.30439666,0.29167458,-0.056535274,0.36864665,-0.5955428,-0.001612564,0.9307471,-0.4816811,0.05495126,0.132296,0.04387841,0.34527287,-1.363094,0.5351376,-0.037230063,-0.37952662,0.23723654
-0.11657854,0.22423168,0.2898902,-0.33619714,-0.16253491,0.61573166,0.000103658065,-0.26238367,0.36628437,0.30830717,0.27448097,0.46366403,-0.41258642,0.25706676,0.70547223,0.028310975,0.2201522,-0.56540173,-0.24127978,-0.5968578,-1.1482671,0.49894914,-0.08632824,0.32203054,0.093212575,-0.44524178,0.23113549,-0.5628637,-0.07791739,-0.19827007,-0.4356571,-0.026158324
-0.45210657,0.38784972,0.673882,0.50570905,0.61306626,-0.3418491,0.052460387,0.28387517,-0.15848167,0.97249323,-0.562115,0.7015341,-0.4862789,-0.38863978,-0.5681224,-0.67456704,0.8773909,-0.7389118,-0.14044482,-1.083263,-1.5719647,1.4825271,-0.3896989,0.6038107,0.66941476,0.025735175,0.34405097,0.853082,-0.68862224,-1.338348,-0.9694539,0.22820413
0.0048585013,-0.039897066,0.094573356,0.43171015,0.30562982,-0.33331302,-0.057602998,0.6269083,0.010723144,0.94075155,0.20135398,0.66764045,-0.11320063,0.06098019,-0.015461718,-0.0468801,0.18924521,-0.5266349,-0.30807593,-0.81696004,-1.104435,1.1013594,-0.31924722,-0.1110057,0.14842956,0.46697053,0.12927179,-0.103952564,-0.45768556,-0.92119294,-0.03441273,0.39301193
0.13126554,-0.098041855,0.5306403,-0.036731165,-0.011707391,0.5444853,0.186828,-0.21202439,0.21391772,0.45711944,-0.14220153,0.3874065,-0.32225212,0.5599682,0.18664457,0.28799775,0.30686143,-0.06395056,-0.09644047,-0.39119765,-0.54766136,0.47255144,-0.09316922,0.037989337,-0.09561894,0.15559614,0.45158193,-0.4470682,0.54156023,-0.3244888,-0.19584672,0.07829609
0.17034101,0.68789405,0.93489903,0.24209778,-0.25623298,0.58718723,-0.10673199,-0.40052155,0.064787276,0.44510603,-0.13771784,0.27117616,-0.5640439,0.58436674,0.9113752,-0.24141236,0.010456726,-0.11096859,-0.13930912,-0.53236765,-0.66576433,0.576178,-0.066453435,0.2229865,0.2943181,0.4961462,-0.38453364,-0.66661114,0.201304,-0.5710996,-0.6826139,0.69570357
-0.67268324,0.2696929,0.63864696,0.023464829,0.07741245,0.53773075,0.23840958,0.0026340734,-0.29086718,0.72593325,-0.1727075,0.41585684,-0.96712476,1.1822594,-0.0964999,-0.2728732,0.6661914,-0.67050093,-0.10330069,-0.58990484,-1.03921,0.5325958,-0.8118183,0.39050213,0.51367974,-0.3604926,0.8969224,-0.061539244,-0.50291324,-0.36577725,-0.9781446,-0.36823216
